"TTD_id" "gene_name"
"T63890" "Bact YbeY"
"T54711" "Bact lysS"
"T82723" "Bact fabF"
"T91001" "Bact EFTu"
"T79001" "Bact aroC"
"T94823" "PEPD"
"T53562" "XRCC5"
"T06397" "Pseudo mdeA"
"T38877" "Pseudo arcA"
"T16891" "CTSE"
"T31674" "Malaria FBA"
"T65483" "CPM"
"T77181" "UCHL3"
"T42533" "NME1"
"T16993" "FER"
"T55302" "NPPB"
"T00329" "Bact pla"
"T58470" "CCNA2"
"T36657" "Cyp2a5"
"T56474" "TNFAIP3"
"T77721" "GPD1"
"T28418" "EPHA1"
"T04685" "FDXR"
"T25309" "CBL"
"T59729" "Bact asd2"
"T72653" "Candi CHS1"
"T88415" "PTPRZ1"
"T25164" "Bact hmp"
"T73180" "MMP11"
"T85223" "DNASE1"
"T10052" "CCNE1"
"T35265" "S100A4"
"T34562" "PON1"
"T24548" "CAD"
"T48543" "Pseudo Omega-APT"
"T58266" "EPHA8"
"T62746" "PPIF"
"T86808" "HMOX2"
"T74952" "PRKAR2B"
"T04741" "ATIC"
"T00902" "NTF4"
"T76894" "RCVRN"
"T98539" "TIE1"
"T86773" "LONP1"
"T72779" "SERPINB5"
"T16731" "ATP6V1A"
"T50547" "Malaria PLA1"
"T09770" "ADH7"
"T85540" "KDM5C"
"T15514" "HNF4A"
"T46515" "IARS"
"T76846" "MC3R"
"T83009" "ABL2"
"T06980" "Bact xapA"
"T35158" "VDAC2"
"T27297" "CRK"
"T94980" "NEDD4"
"T46527" "HAAO"
"T78581" "GALR1"
"T30727" "Casp4"
"T21585" "CLK3"
"T79326" "KHK"
"T35824" "MMP16"
"T69200" "SMARCA4"
"T59230" "HSD17B4"
"T91617" "TKTL1"
"T49102" "NEK2"
"T70840" "LIMK1"
"T09133" "LIMK2"
"T81637" "PDE1A"
"T56121" "EPHB3"
"T18474" "EPHA5"
"T02446" "EPHB1"
"T34337" "Bact ispU"
"T10586" "LYZ"
"T93712" "RACK1"
"T95761" "ADAM8"
"T58924" "SRPK2"
"T82773" "CSNK1G2"
"T08218" "MycB rmlC"
"T81015" "MycB pyrF"
"T63851" "CDKL1"
"T53489" "Malaria MT-CYB"
"T87020" "FKBP4"
"T25462" "KMT2A"
"T03453" "MVK"
"T38584" "HGFAC"
"T87376" "UBE3A"
"T25200" "RNASEL"
"T59130" "Bact TPI"
"T83284" "CRYZ"
"T14557" "IL10RB"
"T97655" "ADCY2"
"T85272" "KCNA1"
"T52133" "ASPH"
"T60897" "PTP4A2"
"T98179" "COASY"
"T37961" "PAK1"
"T76888" "PRDX4"
"T07766" "PAK2"
"T04393" "CBLB"
"T09395" "CHIT1"
"T91624" "TRIM28"
"T16886" "G3BP1"
"T98337" "FKBP5"
"T17367" "SQSTM1"
"T25861" "TRPC3"
"T53124" "MTMR1"
"T78543" "PRKG1"
"T92439" "PDE1C"
"T30502" "MCM6"
"T99402" "GRM4"
"T99029" "PDK3"
"T47885" "PRKD1"
"T03581" "STK38"
"T57006" "EPHA7"
"T90935" "DHCR24"
"T82848" "PTPN14"
"T73977" "CACNA1E"
"T60003" "PKN1"
"T94197" "PKN2"
"T83979" "PTGIS"
"T72701" "Bact rpoC"
"T92639" "ATAT1"
"T92334" "MAP3K21"
"T15636" "TTBK1"
"T65084" "YOD1"
"T65818" "ERAP2"
"T82467" "ATAD2"
"T10899" "USP37"
"T89466" "TXNRD3"
"T05806" "BPHL"
"T12837" "CARM1"
"T46000" "MAP4K3"
"T27954" "CACNA2D3"
"T68443" "MMP21"
"T38134" "CAMKK1"
"T73184" "SETD7"
"T03593" "ST8SIA4"
"T17642" "HTRA1"
"T44341" "CDKL2"
"T71646" "GGH"
"T38581" "PCSK5"
"T84791" "COPS5"
"T85328" "PTP4A1"
"T68265" "RNF34"
"T02587" "PDXP"
"T81240" "ITCH"
"T98642" "PBK"
"T68777" "NSD1"
"T13928" "SENP8"
"T90113" "UBE2E2"
"T00037" "Fung erg6"
"T95736" "MAP3K14"
"T21661" "MTR"
"T12627" "ACO2"
"T64716" "Stre-coc proC"
"T71055" "RBCK1"
"T73551" "SETD2"
"T67730" "TPSD1"
"T51597" "CHIA"
"T00477" "SRR"
"T98225" "CLK4"
"T90961" "BMP2K"
"T86454" "OXSM"
"T91940" "SIRT5"
"T28132" "CACNA2D2"
"T72849" "ERAP1"
"T92288" "MSRB1"
"T96435" "SENP1"
"T79694" "CACNA1I"
"T52188" "Malaria ACC1"
"T56871" "KDM5B"
"T90987" "ADAMTS1"
"T50429" "PADI4"
"T37271" "ST3GAL5"
"T00933" "PHF8"
"T85924" "CH colG"
"T80165" "TRPC6"
"T37417" "STK38L"
"T70036" "NAALAD2"
"T15051" "TRAF6"
"T66935" "PARG"
"T87981" "IRAK3"
"T17339" "DUSP10"
"T60688" "BIRC5"
"T77174" "RNMT"
"T35474" "KRAS"
"T33529" "TGFB1"
"T90163" "APOA1"
"T73245" "TF"
"T77927" "HIV gag mRNA"
"T33913" "PDGFRB"
"T12052" "HNRNPA1"
"T79690" "ITGA4-ITGB1"
"T44846" "VEGFA A165"
"T58479" "VEGFA"
"T87916" "SELE"
"T10252" "CEBPB"
"T68026" "VCAM1"
"T42004" "NCL"
"T04945" "FAS"
"T50678" "CD40LG"
"T79799" "GNA11"
"T10939" "WEE1"
"T22306" "AKT1"
"T45433" "CSF2RB"
"T29148" "CD80"
"T71268" "IRS1"
"T97783" "CD86"
"T97044" "NOP2"
"T37077" "FASLG"
"T03551" "PTEN"
"T28729" "E2F1"
"T09935" "FOXO1"
"T48791" "MAP3K1"
"T39134" "NCOA4"
"T78475" "SMAD1"
"T82372" "STXBP4"
"T53734" "RFWD2"
"T60004" "COPS5"
"T85056" "CYTH2"
"T14113" "Influ PB1 mRNA"
"T52796" "JAG2"
"T70367" "TLN1"
"T24800" "TNFRSF11A"
"T96816" "Malaria ESPS"
"T10063" "MycB glmM"
"T47995" "CLCA1"
"T36292" "KCNU1"
"T70065" "Malaria dho"
"T17814" "PGRMC1"
"T13902" "NR5A2"
"T53975" "CXCR6"
"T93237" "CCL21"
"T82183" "Stre-coc lepB"
"T22604" "Fung CET1"
"T94438" "AQP7"
"T68465" "CXCL11"
"T56057" "KDM6B"
"T32821" "AGPAT2"
"T50914" "PPM1D"
"T14306" "CFLAR"
"T88531" "GPR39"
"T60744" "HCRT"
"T97637" "LANCL1"
"T47306" "SLC37A4"
"T27700" "CXCL13"
"T00302" "TMPRSS11D"
"T21653" "NUAK1"
"T88404" "OPA1"
"T16799" "ECE2"
"T47721" "CUBN"
"T76723" "PRMT3"
"T93266" "HCN1"
"T20776" "PFKFB2"
"T57316" "SMPD2"
"T04303" "STK16"
"T12084" "RBBP9"
"T91020" "DFFB"
"T35272" "Bact folB"
"T30292" "Viru VCATH"
"T40545" "SLC27A4"
"T48518" "SPDEF"
"T71362" "IL18RAP"
"T60254" "KCNH1"
"T95154" "FMNL1"
"T19531" "ADCY5"
"T35809" "BRD1"
"T42025" "ESRRB"
"T08198" "OXSR1"
"T98078" "MLYCD"
"T64725" "FADS2"
"T36419" "TXNDC12"
"T17523" "S1PR4"
"T64485" "AGT"
"T28025" "FOS"
"T71081" "HRAS"
"T62912" "POMC"
"T51671" "NPY"
"T50768" "HLA-DQA1"
"T75655" "APOA2"
"T26144" "FGG"
"T66686" "Bact mrcB"
"T78338" "FlaV NS5"
"T26457" "ITGB3"
"T27402" "S100A8"
"T25076" "EDN1"
"T28153" "Bact ilvC"
"T23000" "GSN"
"T68513" "S100A6"
"T68829" "APOA4"
"T64137" "CRH"
"T04386" "ANXA2"
"T86717" "Bact aroB"
"T52936" "GJB1"
"T63179" "NR3C2"
"T17221" "GSTA1"
"T63359" "Bact murB"
"T78241" "HSV ICP0"
"T15048" "IGFBP1"
"T95409" "Bact ptsI"
"T53510" "GSTA2"
"T96005" "CXCL1"
"T63595" "HMGB1"
"T40103" "CTSH"
"T49925" "FGR"
"T70019" "Stap-coc norA"
"T23688" "Bact kdsA"
"T51284" "Bact pdxJ"
"T32468" "Bact fabB"
"T66964" "Bact cysK"
"T53588" "Bact fabI"
"T70521" "Bact mtnN"
"T92724" "Viru rep"
"T78540" "HSV UL42"
"T35565" "ALPPL2"
"T04233" "Bact botB"
"T56496" "PNMT"
"T42319" "EPX"
"T10844" "FCGR1A"
"T37986" "Stre-myc carB"
"T57421" "APEH"
"T16578" "ANXA8"
"T82297" "FOLR2"
"T91614" "TRIM27"
"T38983" "ETS1"
"T82685" "JUP"
"T73557" "GLUL"
"T34471" "CPN1"
"T96256" "EZR"
"T69208" "PHKG2"
"T95715" "TCF3"
"T92098" "CREB1"
"T33491" "Bact kinA"
"T76286" "CD36"
"T45888" "Bact cysM"
"T46546" "CPE"
"T06767" "Bact betB"
"T51734" "CEBPB"
"T64268" "IGFBP2"
"T86152" "Bact nadE"
"T53270" "ATF4"
"T44991" "VCAM1"
"T20186" "TNNI3"
"T51102" "EIF2AK2"
"T11861" "Bact hom"
"T45601" "PGC"
"T15722" "CDK11B"
"T41119" "NR4A1"
"T93278" "MRC1"
"T92635" "GATA3"
"T87542" "Bact hemL"
"T96028" "IL32"
"T94083" "Bact acpS"
"T67540" "Bact ptrB"
"T61800" "IGFBP6"
"T97917" "FPR2"
"T89215" "RPS12"
"T96704" "DNAJB1"
"T70850" "Bact endA"
"T85801" "Pseudo algC"
"T79724" "Bact folK"
"T43773" "HCV NS2-3/3"
"T46318" "AOAH"
"T75152" "LOX"
"T88947" "GJB2"
"T47657" "LTK"
"T93904" "PEBP1"
"T00299" "CHRNA5"
"T31297" "MycB fbpB"
"T93537" "S100A3"
"T96972" "MCM7"
"T80848" "SDC2"
"T72467" "CLCN1"
"T96387" "Hae-influ fbpA"
"T05828" "GJC1"
"T95553" "ARL2"
"T93147" "TAGLN2"
"T90122" "Bact QseC"
"T20585" "STAT6"
"T36456" "HAL"
"T32590" "TXK"
"T87756" "Hae-influ iga"
"T95438" "SLC1A2"
"T67163" "NR4A2"
"T51817" "GATA4"
"T23831" "Hae-influ nadR"
"T05887" "TNNT2"
"T54526" "MycB gpmI"
"T64245" "FASLG"
"T07740" "KCNJ4"
"T38012" "KCNJ3"
"T69420" "GSS"
"T74448" "CD97"
"T33586" "TRPC1"
"T22717" "SLC11A2"
"T41646" "ARRB1"
"T92095" "INPP1"
"T86731" "ATP1A2"
"T14030" "RAB7A"
"T81658" "MMP15"
"T08165" "Elegans bli-4"
"T15823" "BRCA2"
"T24588" "RENBP"
"T04149" "CLCNKA"
"T23191" "NR0B1"
"T52566" "CHN2"
"T42337" "METAP1"
"T34563" "Stap-coc dat"
"T69580" "FGF8"
"T23934" "CCL23"
"T97731" "PRSS12"
"T11317" "SIK1"
"T93594" "RIPK4"
"T53578" "Bact fabI1"
"T79589" "Bact fabI2"
"T32445" "PROVU cABC1"
"T85005" "TMSB4X"
"T24255" "Malaria ISPF"
"T07607" "POLR2G"
"T59875" "ESRRG"
"T65721" "RAC1"
"T16398" "MycB fabD"
"T91449" "Stap-coc CLPP"
"T15526" "CMV US28"
"T95961" "IL13RA1"
"T72010" "LCN2"
"T38093" "RBP5"
"T47351" "ARF1"
"T80175" "Trypano LPD"
"T75210" "LRP2"
"T23489" "MycB spmT"
"T90808" "MycB HsaD"
"T90800" "CD83"
"T41195" "HMGCS1"
"T93331" "SATB1"
"T57582" "CNTN2"
"T64053" "Malaria MT-CO1"
"T45158" "Fung SNZ1"
"T29635" "KCNC4"
"T20221" "LTB"
"T27577" "CDK18"
"T54472" "Malaria PfPK5"
"T91130" "LRP1"
"T85273" "FOXM1"
"T77537" "ITK"
"T77745" "BST2"
"T49649" "Fung lcc1"
"T72850" "FOXO1"
"T93716" "KIF5A"
"T58393" "CNTN1"
"T58178" "GRIK2"
"T23606" "PRKG2"
"T23619" "MTA1"
"T92794" "SLC14A1"
"T02484" "NNT"
"T04499" "KSR1"
"T52409" "MTM1"
"T24965" "CACNA1S"
"T51698" "IL16"
"T63883" "DAG1"
"T12581" "ITPR3"
"T38017" "IRF3"
"T24714" "TRIP12"
"T44516" "KCNB1"
"T64022" "KPNB1"
"T53892" "PMVK"
"T20498" "RALBP1"
"T12075" "SHH"
"T89859" "NR0B2"
"T94364" "TRIP10"
"T75792" "JMJD1C"
"T95660" "TWIST1"
"T15572" "ADIPOQ"
"T86541" "ASIC2"
"T94366" "CDC37"
"T82254" "BAK1"
"T36581" "MAPKAPK3"
"T67339" "PRSS8"
"T00295" "MOG"
"T42976" "GSTA3"
"T05722" "Entamo ADH2"
"T27020" "Malaria DAAS"
"T92770" "ZIK1"
"T91842" "CRTC2"
"T77616" "AGK"
"T87463" "Fung ypkA"
"T26357" "Pseudo pyrB"
"T85161" "Bact clpP"
"T57750" "Stap-coc menB"
"T00075" "CDC42BPA"
"T01725" "HHAT"
"T79332" "FAAH2"
"T90787" "NAPEPLD"
"T91786" "STYK1"
"T16188" "ULK3"
"T88699" "PAOX"
"T18784" "KDM7A"
"T68208" "ADM2"
"T92208" "NEK8"
"T01441" "SYVN1"
"T98395" "PPARGC1B"
"T92858" "Malaria PNM"
"T47543" "Malaria PfPK6"
"T34816" "Malaria PLA4"
"T85915" "TPH2"
"T38166" "PNPLA6"
"T81903" "OSCAR"
"T78865" "CHPF"
"T55242" "IFNL3"
"T63298" "DCLK2"
"T43102" "DPP10"
"T95238" "ENAH"
"T23485" "STEAP2"
"T39698" "NEK7"
"T52604" "Candi ADE2"
"T30661" "Candi VPS34"
"T92628" "BAP1"
"T93949" "NR4A3"
"T03772" "TNFRSF14"
"T00455" "Bact lysK"
"T70539" "MCHR2"
"T54460" "SLAMF6"
"T38187" "MRGPRX2"
"T43031" "NEK1"
"T11906" "TRPM7"
"T37371" "PASK"
"T87448" "NODAL"
"T29678" "SCN2A"
"T05739" "AGPAT1"
"T93263" "SH3GL1"
"T22769" "TEP1"
"T32498" "Leishm exgmp"
"T95033" "HTATIP2"
"T22335" "BRIP1"
"T61029" "TRPM6"
"T42014" "SGPP1"
"T56272" "HCAR1"
"T21460" "BBC3"
"T26073" "GPR87"
"T98635" "ANGPTL4"
"T53468" "WNK3"
"T17552" "STK33"
"T85188" "RTN4R"
"T77061" "DCLK3"
"T63753" "Trypano TRS"
"T03404" "CHST5"
"T98352" "USP44"
"T98198" "MYLK2"
"T14200" "ABCG5"
"T57307" "SLK"
"T63682" "TAOK3"
"T53952" "HIPK2"
"T22302" "SLC12A5"
"T96232" "FOXP1"
"T77127" "TXNIP"
"T92296" "FN3K"
"T52638" "WNK1"
"T46216" "BRD9"
"T39996" "EHMT1"
"T52946" "SLC52A2"
"T39380" "LPAR2"
"T56143" "GPR35"
"T30829" "NEK6"
"T41702" "CSNK1G1"
"T99802" "PDE11A"
"T59082" "CD209"
"T23984" "BRD7"
"T26846" "PLCB1"
"T79726" "G6PC2"
"T20542" "DYRK4"
"T55068" "KCNQ5"
"T79824" "STK36"
"T97821" "MAP3K20"
"T75015" "EIF2AK3"
"T02134" "GCLM"
"T37428" "RNF7"
"T66206" "PEMT"
"T91323" "STK17A"
"T08647" "EPHA6"
"T95947" "ASIC3"
"T86877" "MKRN1"
"T44584" "IL19"
"T92768" "AMACR"
"T75545" "SLC12A6"
"T66743" "MUTYH"
"T25122" "GGT7"
"T72534" "TNIK"
"T87381" "ADAM30"
"T88104" "GJD2"
"T65005" "HCN2"
"T92966" "TPX2"
"T36612" "PADI3"
"T55616" "MMP17"
"T91113" "PLA2G4C"
"T92105" "RNF6"
"T70332" "XYLT"
"T27747" "PIGL"
"T71949" "KDM2A"
"T58937" "SLC6A5"
"T93177" "STRAP"
"T30286" "HCN4"
"T25362" "KDM3A"
"T82267" "TRPV2"
"T15438" "F11R"
"T29728" "CSNK1G3"
"T78492" "MAP3K4"
"T52382" "LY96"
"T69986" "Stap-coc dnaC"
"T28343" "E2F3"
"T92714" "SMAD6"
"T30397" "Influenza M mRNA"
"T70278" "ZNF217"
"T58495" "FOS"
"T40516" "TGFA"
"T85810" "HPV E2 mRNA"
"T81018" "CD74"
"T46790" "SERPINE1"
"T68498" "ISG15"
"T43303" "HPV-18 E6 mRNA"
"T27984" "GJB1"
"T12354" "MAPT"
"T36651" "PRKAR1A"
"T18601" "HCoV Nucleoprotein mRNA"
"T22298" "NPR1"
"T79598" "IGFBP2"
"T29095" "HNRNPA2B1"
"T57428" "IL4R"
"T17008" "IGFBP5"
"T21679" "HTT"
"T61586" "MKI67"
"T42440" "HAMP"
"T12486" "HSPB3"
"T77125" "ADGRL3"
"T85419" "Influenza NA mRNA"
"T42120" "Pseudo yafJ"
"T46060" "Tg CDPK1"
"T27334" "CAMJU FqrB"
"T79181" "BB sialidase"
"T46395" "GJE1"
"T10490" "BURCJ murI"
"T82584" "KCNJ18"
"T92184" "EIMTE TERT"
"T32909" "Leishm GSP"
"T93136" "Pseudo pcrV"
"T24542" "F2RL2"
"T38745" "DFFA"
"T99092" "CLIC1"
"T43928" "TNFRSF11B"
"T75136" "NR5A2"
"T72274" "DLL1"
"T56505" "CCN1"
"T85289" "CYR61"
"T22117" "CCL22"
"T73908" "WNT7A"
"T91390" "Stap-coc crtN"
"T51270" "CLDN4"
"T41036" "BAI1"
"T91397" "CIT"
"T80513" "FFAR3"
"T06146" "RGS12"
"T44387" "MUSK"
"T72732" "EPHB6"
"T75077" "Smad9"
"T96302" "GPR182"
"T43881" "DEFB4A"
"T55956" "GRM6"
"T31788" "SLC16A3"
"T39919" "ABCC4"
"T95411" "Leishmania CRK3"
"T21829" "Trypano RNR2"
"T94335" "HELPY mtnN"
"T78670" "MycB ppk"
"T94369" "MycB pptT"
"T79566" "AQP9"
"T77099" "SLC26A4"
"T58460" "ENSA"
"T68320" "XPNPEP2"
"T74965" "MycB cfp32"
"T38453" "ZEB2"
"T71492" "PDZK1"
"T99333" "CACNA1F"
"T78587" "Malaria sub-1"
"T76126" "Candi chik1"
"T70797" "GADD45B"
"T17656" "ERN1"
"T94313" "CRLF1"
"T57387" "GMNN"
"T64744" "TNFRSF21"
"T16326" "GJB3"
"T99351" "SERPINI2"
"T53890" "PSMD10"
"T90360" "SNCG"
"T59486" "ZFAND5"
"T53600" "Candi TEF3"
"T71525" "HEXIM1"
"T15914" "ZNF202"
"T49888" "IKBKAP"
"T63743" "SMC2"
"T20302" "ATG7"
"T76062" "GJB5"
"T35283" "MAP3K6"
"T23655" "WISP3"
"T19110" "BMP10"
"T02346" "UTS2"
"T24820" "GJB6"
"T89359" "FSTL3"
"T72319" "CBX7"
"T46824" "SCGB1D2"
"T34352" "AGR2"
"T88991" "Crithi TryX"
"T37384" "Saccha CDC28"
"T12938" "LALBA"
"T20975" "AVP"
"T88213" "VIP"
"T29827" "Stap-coc entB"
"T38610" "CRYAA"
"T43793" "C1QB"
"T45289" "AHSG"
"T10577" "Bact dnaA"
"T33869" "FMDV VP2"
"T69204" "FMDV VP3"
"T20556" "FMDV VP1"
"T81210" "FlaV NS2B-NS3"
"T42838" "HIV vif"
"T55863" "Influ NP"
"T43842" "Viru GPC"
"T08722" "PRNP"
"T88786" "MYCN"
"T45518" "HSV POL"
"T59432" "TCRB"
"T39701" "Rota TOX"
"T40728" "LGALS2"
"T85715" "CD5"
"T24089" "CCK"
"T31186" "EIF4E"
"T99314" "Stap-coc tst"
"T80070" "Malaria LACZ"
"T69541" "NR3C2"
"T54461" "KRT19"
"T09439" "SPARC"
"T01697" "Stap-coc femB"
"T24718" "Stre-coc psaA"
"T88125" "Bact engB"
"T41371" "Bact MraY"
"T53766" "H2AFZ"
"T89752" "SBK3"
"T12005" "CoV 1a"
"T42335" "YP lcrV"
"T17863" "PGA5"
"T55447" "SAA1"
"T68596" "TRB"
"T93223" "SRGN"
"T24595" "ACR"
"T00032" "SPP1"
"T60443" "Stap-coc lss"
"T32699" "MBL2"
"T31145" "LAMP1"
"T93484" "SCGB1A1"
"T83450" "COL6A3"
"T77410" "BMP4"
"T08919" "CDH1"
"T99686" "ITGA4-ITGB4"
"T25093" "Stap-coc femA"
"T47492" "NCF1"
"T30215" "Pseudo algQ"
"T89299" "FOSL1"
"T32600" "FOSL2"
"T92834" "AREG"
"T48269" "HPIV HN"
"T55244" "H2AFX"
"T88920" "ANK1"
"T08985" "HLA-A"
"T89056" "PECAM1"
"T19492" "KCNA2"
"T68211" "HMGA1"
"T65561" "KCNA6"
"T93966" "GAP43"
"T52110" "LBP"
"T11966" "ATF3"
"T43901" "FST"
"T53033" "TNFRSF1B"
"T88356" "Pseudo trpC"
"T08379" "HOXA5"
"T48358" "EDN2"
"T21580" "RASA1"
"T49522" "PTN"
"T90089" "KITLG"
"T03878" "MDK"
"T50007" "MSR1"
"T26304" "BGN"
"T50574" "CD9"
"T67877" "GAL"
"T77909" "Viru POL"
"T48040" "XPA"
"T69121" "ITGA6"
"T05249" "AZGP1"
"T88321" "LMO2"
"T62410" "Malaria TCP"
"T24609" "PTBP1"
"T65266" "HCV p7"
"T94593" "PLN"
"T09341" "Viru GpS"
"T79821" "CALR"
"T93830" "GRN"
"T86503" "PCSK6"
"T31641" "Saccha HRR25"
"T06819" "S100G"
"T45034" "SERPINB3"
"T01683" "PML"
"T34099" "DENV NS2B/NS3"
"T72507" "CCND3"
"T43589" "SLC7A1"
"T64520" "Bact glmM"
"T26338" "HOXA7"
"T25675" "HOXA13"
"T90940" "Bact otsB"
"T16243" "ARRB2"
"T07775" "SLC8A1"
"T68009" "CDH5"
"T18796" "GJA4"
"T96396" "PHB"
"T95742" "NF2"
"T35862" "SFTPD"
"T57174" "GRK3"
"T28758" "DEK"
"T72405" "GLRX"
"T47988" "GJA5"
"T29652" "Bact surE"
"T47236" "SREBF1"
"T17122" "ITGAE"
"T39855" "CDKN1A"
"T81179" "Fung VRG4"
"T75918" "Fung pka1"
"T35799" "MLH1"
"T46208" "PMEL"
"T79485" "LEP"
"T43548" "BCL6"
"T38325" "RGS2"
"T78332" "FOLR3"
"T65161" "TSPAN7"
"T91906" "ELK3"
"T90897" "GRIA2"
"T26765" "Bact bcrA"
"T16452" "CDKN2A"
"T45755" "CDKN2C"
"T86582" "SLC1A3"
"T31721" "SLC1A1"
"T46849" "MSH2"
"T47098" "ABCG1"
"T73414" "MKI67"
"T91180" "SLC15A1"
"T14006" "CDKN1B"
"T94048" "YAP1"
"T17721" "KCNJ6"
"T14252" "Slc6a11"
"T16353" "GJA8"
"T00724" "SOX2"
"T49080" "KCNC1"
"T15033" "CX3CR1"
"T33063" "STAR"
"T33909" "RGS6"
"T11561" "ERF"
"T60671" "CLCN3"
"T20455" "CLCN6"
"T43531" "CLCN7"
"T78758" "CLCNKB"
"T84341" "HDGF"
"T30035" "STC1"
"T35983" "PDX1"
"T10704" "Fung MKC7"
"T38622" "CRYBB1"
"T93033" "ITGA8"
"T95842" "SLC16A1"
"T80042" "TERF1"
"T45779" "PMS1"
"T30777" "AIF1"
"T78650" "PLTP"
"T62415" "MANF"
"T41145" "BRPF1"
"T91529" "Bact pphA"
"T02937" "Bact ppsA"
"T74109" "ITGA1-ITGB3"
"T06717" "ITGA1-ITGB1"
"T84671" "TCL1A"
"T01529" "GJA9"
"T06525" "RAC3"
"T10864" "GPR85"
"T73230" "RPL15"
"T58080" "B2M"
"T77393" "WDR5"
"T58361" "RHOB"
"T46929" "EIF5A"
"T74570" "KCNJ2"
"T27457" "ACTG1"
"T31442" "MycB embA"
"T68114" "MycB embB"
"T34405" "CX3CL1"
"T90766" "H3F3A"
"T73675" "Bact kgp-381"
"T33755" "MycB mpt63"
"T16285" "MUC5AC"
"T28516" "MycB fabG1"
"T55435" "MycB pknB"
"T04369" "MycB cfp32"
"T89162" "MycB glmU"
"T50583" "MycB esxA"
"T26109" "MycB ligD"
"T61765" "MycB glgE"
"T51032" "MycB pks2"
"T43711" "RUNX1"
"T93292" "TAGLN"
"T68877" "ID2"
"T29818" "PAX5"
"T93945" "CAV1"
"T36147" "PLAUR"
"T22945" "TAP1"
"T07591" "KRT17"
"T52886" "YWHAH"
"T50072" "PLP2"
"T04827" "RBPJ"
"T69192" "C1QBP"
"T48780" "CD69"
"T44658" "ZFP36L1"
"T80395" "KHDRBS1"
"T13510" "LRP1"
"T22538" "MFGE8"
"T73616" "MycB senX3"
"T03385" "SREBF2"
"T26983" "TP53BP1"
"T80454" "TIAM1"
"T98569" "AIMP2"
"T31577" "SCGB2A2"
"T80306" "SKP2"
"T16401" "SGCG"
"T91598" "TNK1"
"T84941" "EIF4EBP1"
"T04364" "CUL3"
"T81135" "FHL1"
"T75613" "LAMC2"
"T29630" "RUNX3"
"T45794" "NCOA4"
"T28858" "KCNC3"
"T03409" "COX17"
"T81409" "SEPTIN6"
"T16180" "E2F2"
"T02231" "EBI3"
"T85835" "FGL2"
"T84616" "BECN1"
"T42890" "NEDD9"
"T43605" "FGFBP1"
"T61227" "ITPR1"
"T95992" "LASP1"
"T52595" "MTF1"
"T39738" "CUL7"
"T29187" "POSTN"
"T86587" "ZNF146"
"T09513" "CDK5R1"
"T57291" "PPP2R5A"
"T16555" "P2RY14"
"T14181" "TERF2"
"T49542" "TESK1"
"T78349" "ELAVL1"
"T59493" "SLC1A5"
"T69271" "IGFBP7"
"T31882" "KCNA10"
"T52067" "SLC15A2"
"T87930" "GRIK5"
"T33211" "PCSK7"
"T36440" "AMHR2"
"T78350" "MIA"
"T74891" "Eh CP4"
"T74371" "KIF26B"
"T16240" "TRPC2"
"T78575" "PREPL"
"T46541" "CDCA8"
"T74685" "MycB ahpD"
"T20033" "Candi EFT2"
"T86265" "SGO1"
"T14928" "FAM83B"
"T65626" "GJC2"
"T96365" "DEPDC1"
"T34708" "MBNL2"
"T87719" "CLEC6A"
"T51996" "Stap-coc femX"
"T25924" "GRHL2"
"T35828" "Malaria RPL18"
"T95865" "TAF2"
"T38772" "GJB7"
"T93711" "RHBDF2"
"T78181" "RICTOR"
"T77063" "PCSK4"
"T68206" "BTNL3"
"T70513" "CLEC9A"
"T97016" "TAOK1"
"T52116" "SLC26A9"
"T91259" "CXXC5"
"T07944" "CHST15"
"T16614" "TRPM1"
"T51314" "TLV pro"
"T00973" "PBRM1"
"T52547" "MTDH"
"T91643" "P2RY8"
"T93951" "NLRC5"
"T11203" "FBXO11"
"T83794" "Malaria CT"
"T14380" "Malaria PLA5"
"T73077" "Leishm nfr65"
"T13863" "TMPRSS6"
"T63580" "PLXDC1"
"T28620" "EGFL6"
"T10375" "BRSK2"
"T92902" "TRIM59"
"T12714" "SLC30A8"
"T69651" "Tg cp1"
"T10336" "GJD3"
"T58216" "MUC15"
"T15509" "DAGLB"
"T89345" "KCNH5"
"T98633" "GJC3"
"T97754" "TPCN2"
"T63747" "Cory pafA"
"T96301" "DEPTOR"
"T40243" "CERK"
"T60156" "SLC2A12"
"T20053" "BRSK1"
"T14241" "MCOLN3"
"T56207" "ASAP3"
"T62998" "SCARB1"
"T89560" "STAB2"
"T11578" "SRSF12"
"T23763" "ROBO4"
"T53186" "KCNJ9"
"T84032" "HOXB13"
"T29481" "FGF14"
"T65932" "KCNB2"
"T43817" "GLMN"
"T21705" "FBXW7"
"T70012" "GJA10"
"T40299" "ATG2B"
"T33931" "L3MBTL3"
"T78355" "GJD4"
"T14071" "HSPA12B"
"T86026" "HS6ST2"
"T42884" "GPR101"
"T04413" "TSSK2"
"T13394" "KCNC2"
"T92865" "KIF20B"
"T78311" "NACC1"
"T84737" "KCNA7"
"T23785" "TESK2"
"T13319" "PNKP"
"T95817" "Stre-coc rimP"
"T78567" "OSMR"
"T43524" "IL12RB2"
"T14630" "PIP5K1A"
"T41988" "NKX3-1"
"T46092" "FOXC2"
"T98158" "Stre-coc glpO"
"T35664" "P2RY13"
"T02439" "EIF2AK1"
"T81482" "EIF2AK1"
"T94532" "REG4"
"T15126" "NUF2"
