"","TargetID","DrugID","Highest_status","MOA","Gene_name"
"34975","T42392","D0U3ED","Approved","Inhibitor","GRIA2"
"34976","T62391","D0U3ED","Approved","Inhibitor","GRIA3"
"34977","T96235","D0U3ED","Approved","Inhibitor","GRIA4"
"34978","T59328","D0W5HK","Approved","Inhibitor","EGFR"
"34979","T05089","D0Z3DY","Approved","Antagonist","ANO1"
"34980","T20761","D04KBL","Approved","Inhibitor","VEGFA"
"34981","T72545","DR36YB","Approved","Inhibitor","Bact parC"
"34982","T23348","D4Y0SB","Approved","Replacement","VWF"
"34983","T23348","DUCA08","Approved","Inhibitor","VWF"
"34984","T28265","D9EC0G","Approved","Inhibitor","SERPINA1"
"34985","T32060","D1CWL0","Approved","Antagonist","HTR2A"
"34986","T35591","DORB45","Approved","Inhibitor","NECTIN4"
"34987","T53024","D1HEN2","Approved","Binder","SSTR2"
"34988","T53024","D9E6KQ","Approved","Binder","SSTR2"
"34989","T56365","D18SHN","Approved",".","CD19"
"34990","T59631","DFLK16","Approved","Inhibitor","PDCD1"
"34991","T66693","D52NZX","Approved",".","TNFRSF17"
"34992","T67162","D1CWL0","Approved","Antagonist","DRD2"
"34993","T71907","DP07NC","Approved",".","SMN1"
"34994","T82739","DQ1S0B","Approved","Inhibitor","KLKB1"
"34995","T97071","DBG46D","Approved","Binder","FOLH1"
"34996","T98157","DQ4TO3","Approved","Replacement","ARSA"
"34997","T99189","D2G4HB","Approved","Inhibitor","SLC10A1"
"34998","T05876","DRM1X5","Approved",".","EV GP"
"34999","T86041","DF36DY","Approved","Inhibitor","ALAS1"
"35006","T20401","D06PII","Phase 3","Inhibitor","CA2"
"35011","T78198","D08OBT","Phase 1","Inhibitor","PNP"
"35012","T37847","D0H1OL","Phase 1","Inhibitor","HSV UL30"
"35013","T94094","D0H1OL","Phase 1","Inhibitor","CMV UL54"
"35014","T78198","D0H1OL","Phase 1","Inhibitor","PNP"
"35028","T12409","D05TIS","Phase 1","Inhibitor","Bact glmS"
"35034","T62276","D02UDJ","Phase 4","Inhibitor","GRIN1"
"35035","T50269","D02UDJ","Phase 4","Inhibitor","GLRA1"
"35036","T92777","D04RYY","Phase 1/2","Inhibitor","MGAM"
"35042","T75596","D0N0KW","Phase 3","Inhibitor","METAP2"
"35045","T03556","D00EFT","Phase 1/2","Inhibitor","HNF1A"
"35050","T67801","D05UWI","Phase 4","Inhibitor","LTF"
"35057","T17758","D03ZJE","Phase 4","Inhibitor","PLAU"
"35067","T42000","D0N1FS","Phase 4","Inhibitor","IL1B"
"35070","T83011","D00VUI","Phase 3","Inhibitor","MAOB"
"35071","T83875","D00VUI","Phase 3","Inhibitor","MAOA"
"35085","T58921","D0S2BV","Phase 4","Agonist","PPARG"
"35086","T28226","D08NKJ","Phase 3","Inhibitor","GCH1"
"35094","T94033","D0F3SZ","Phase 4","Inhibitor","F2"
"35099","T72458","D0PI8W","Phase 4","Agonist","MC4R"
"35100","T21945","D08BYK","Phase 4","Inhibitor","SLC6A2"
"35102","T00140","D0AZ8C","Phase 4","Inhibitor","ALOX5"
"35106","T39977","D04KKT","Phase 1","Inhibitor","MIF"
"35107","T95998","D0L0YG","Phase 1","Inhibitor","PCYT1B"
"35108","T62193","D0X8ED","Phase 3","Inhibitor","DDC"
"35109","T33193","D00QAR","Phase 3","Binder","Bact mrcA"
"35110","T86052","D0W8WB","Phase 4","Inhibitor","TERT"
"35112","T67162","D0Y7XC","Phase 4","Agonist","DRD2"
"35126","T59679","D06PZN","Phase 4","Agonist","HTR4"
"35132","T79232","D0D8XY","Phase 4","Inhibitor","AVPR1A"
"35134","T84486","D0D8XY","Phase 4","Inhibitor","OXTR"
"35135","T59881","D0D8XY","Phase 4","Inhibitor","AVPR1B"
"35136","T66237","D0D8XY","Phase 4","Inhibitor","AVPR2"
"35137","T20401","D0V0UK","Phase 1","Inhibitor","CA2"
"35138","T64567","D0V0UK","Phase 1","Inhibitor","CA9"
"35139","T13201","D0V0UK","Phase 1","Inhibitor","CA1"
"35140","T53378","D0V0UK","Phase 1","Inhibitor","CA4"
"35157","T87023","D0S1CQ","Phase 4","Inhibitor","PTAFR"
"35158","T77913","D0S1CQ","Phase 4","Inhibitor","HRH1"
"35161","T36059","D02YQO","Phase 1","Inhibitor","ADORA3"
"35162","T77365","D02YQO","Phase 1","Inhibitor","ADORA2A"
"35163","T92072","D02YQO","Phase 1","Inhibitor","ADORA1"
"35180","T13644","D06JFI","Phase 3","Inhibitor","SSTR3"
"35181","T64830","D06JFI","Phase 3","Inhibitor","SSTR5"
"35182","T53024","D06JFI","Phase 3","Inhibitor","SSTR2"
"35183","T62974","D06JFI","Phase 3","Inhibitor","SSTR4"
"35184","T16633","D06JFI","Phase 3","Inhibitor","SSTR1"
"35234","T23714","D0X0BI","Phase 1","Inhibitor","BDKRB2"
"35252","T78356","D0T8LY","Phase 4","Inhibitor","TBXAS1"
"35295","T94033","D01MUU","Phase 3","Inhibitor","F2"
"35296","T89034","D01MUU","Phase 3","Inhibitor","PLG"
"35297","T27602","D01MUU","Phase 3","Inhibitor","PRSS1"
"35298","T84631","D01MUU","Phase 3","Inhibitor","F10"
"35309","T62306","D05SGO","Phase 4","Inhibitor","MLNR"
"35310","T88285","D02ABO","Phase 1","Inhibitor","GLO1"
"35311","T80896","D02ABO","Phase 1","Inhibitor","ESR2"
"35312","T92521","D02ABO","Phase 1","Inhibitor","CYP1B1"
"35313","T13260","D02ABO","Phase 1","Inhibitor","CYP19A1"
"35314","T44011","D02ABO","Phase 1","Inhibitor","HSD17B1"
"35323","T20401","D0W1SL","Phase 1","Inhibitor","CA2"
"35324","T20401","D02JUW","Phase 3","Inhibitor","CA2"
"35326","T13201","D0L6HN","Phase 2/3","Inhibitor","CA1"
"35327","T53378","D0L6HN","Phase 2/3","Inhibitor","CA4"
"35328","T16987","D0L6HN","Phase 2/3","Inhibitor","CA12"
"35329","T20401","D0L6HN","Phase 2/3","Inhibitor","CA2"
"35330","T31992","D0L6HN","Phase 2/3","Inhibitor","CA14"
"35331","T64567","D0L6HN","Phase 2/3","Inhibitor","CA9"
"35337","T30372","D08TVA","Phase 3","Inhibitor","Trypano CYSP"
"35341","T31992","D0A8JP","Phase 3","Inhibitor","CA14"
"35342","T06569","D0A8JP","Phase 3","Inhibitor","CA6"
"35343","T64567","D0A8JP","Phase 3","Inhibitor","CA9"
"35344","T16987","D0A8JP","Phase 3","Inhibitor","CA12"
"35345","T20401","D0A8JP","Phase 3","Inhibitor","CA2"
"35346","T53378","D0A8JP","Phase 3","Inhibitor","CA4"
"35347","T13201","D0A8JP","Phase 3","Inhibitor","CA1"
"35348","T63484","D0O8FW","Phase 3","Inhibitor","G6PD"
"35358","T07663","D05OQG","Phase 3","Inhibitor","PDE5A"
"35360","T92828","D05OEO","Phase 0","Inhibitor","EDNRB"
"35361","T23499","D05OEO","Phase 0","Inhibitor","EDNRA"
"35365","T40474","D0O6WV","Phase 1/2","Inhibitor","MET"
"35380","T60529","D0AL8M","Phase 4","Inhibitor","PTGS1"
"35386","T66665","D0AL8M","Phase 4","Inhibitor","PTGS2"
"35401","T67619","D02QWY","Phase 1","Inhibitor","AKT1"
"35420","T92777","D07TSW","Phase 1/2","Inhibitor","MGAM"
"35421","T31514","D07TSW","Phase 1/2","Inhibitor","GAA"
"35427","T14342","D0ZL0Z","Phase 3","Inhibitor","HIV RT"
"35440","T14342","D03MLA","Phase 1","Inhibitor","HIV RT"
"35451","T83011","D08CJK","Phase 3","Inhibitor","MAOB"
"35452","T32060","D08CJK","Phase 3","Inhibitor","HTR2A"
"35453","T83875","D08CJK","Phase 3","Inhibitor","MAOA"
"35458","T58921","D0M3UT","Phase 3","Modulator","PPARG"
"35459","T86591","D0M3UT","Phase 3","Modulator","PPARA"
"35460","T44458","D05UJQ","Patented","Inhibitor","CDK9"
"35461","T70176","D05UJQ","Patented","Inhibitor","CDK2"
"35462","T20973","D01CJE","Patented","Inhibitor","CDK5"
"35463","T44458","D01CJE","Patented","Inhibitor","CDK9"
"35464","T49898","D01CJE","Patented","Inhibitor","CDK1"
"35465","T70176","D01CJE","Patented","Inhibitor","CDK2"
"35466","T62431","D0Y6ON","Patented","Inhibitor","SYK"
"35467","T25265","D0BL8W","Patented","Inhibitor","EZH2"
"35468","T25265","D0SQ1R","Patented","Inhibitor","EZH2"
"35469","T25265","D0UG5O","Patented","Inhibitor","EZH2"
"35470","T63505","D0Y0PE","Patented","Inhibitor","ABL1"
"35471","T70977","D0F7DS","Patented","Inhibitor","GSK3B"
"35472","T31391","D02SUS","Patented","Inhibitor","DPP4"
"35473","T31391","D04UXC","Patented","Inhibitor","DPP4"
"35474","T31391","D0KS8Y","Patented","Inhibitor","DPP4"
"35475","T38284","D0C9ZW","Patented","Inhibitor","BCR-ABL1"
"35476","T38284","D0K3BR","Patented","Inhibitor","BCR-ABL1"
"35477","T38284","D0OY0U","Patented","Inhibitor","BCR-ABL1"
"35478","T17036","D00VLQ","Patented","Inhibitor","KDM4E"
"35479","T17036","D03TPE","Patented","Inhibitor","KDM4E"
"35480","T17036","D08KYP","Patented","Inhibitor","KDM4E"
"35481","T17036","D0P8YL","Patented","Inhibitor","KDM4E"
"35482","T17036","D0VS3A","Patented","Inhibitor","KDM4E"
"35483","T44458","D0P4NP","Patented","Inhibitor","CDK9"
"35484","T20371","D0X8ZF","Patented","Inhibitor","PRCP"
"35485","T31391","D02UOW","Patented","Inhibitor","DPP4"
"35486","T31391","D0IO0M","Patented","Inhibitor","DPP4"
"35487","T31391","D0W6HL","Patented","Inhibitor","DPP4"
"35488","T92803","D0NS6I","Patented","Inhibitor","DYRK1A"
"35489","T20371","D0A0QQ","Patented","Inhibitor","PRCP"
"35490","T20371","D0S4XV","Patented","Inhibitor","PRCP"
"35491","T20371","D00YYA","Patented","Inhibitor","PRCP"
"35492","T68547","D0LV6K","Patented","Inhibitor","HDAC1"
"35493","T60857","D02JPV","Patented","Inhibitor","AKR1C3"
"35494","T60857","D0S6TL","Patented","Inhibitor","AKR1C3"
"35495","T46360","D0X5FS","Patented","Ligand","SIGMAR1"
"35496","T38284","D04UXO","Patented","Inhibitor","BCR-ABL1"
"35497","T38284","D0CJ7F","Patented","Inhibitor","BCR-ABL1"
"35498","T38284","D0PF2F","Patented","Inhibitor","BCR-ABL1"
"35499","T40332","D00YXL","Patented","Inhibitor","ELANE"
"35500","T40332","D0W6PE","Patented","Inhibitor","ELANE"
"35501","T40332","D00WHH","Patented","Inhibitor","ELANE"
"35502","T08391","D0VQ7P","Patented","Inhibitor","JAK2"
"35503","T92803","D0L2XV","Patented","Inhibitor","DYRK1A"
"35504","T92803","D0YT1S","Patented","Inhibitor","DYRK1A"
"35505","T70176","D0P4NP","Patented","Inhibitor","CDK2"
"35506","T38284","D0E6EP","Patented","Inhibitor","BCR-ABL1"
"35507","T38284","D0JY1I","Patented","Inhibitor","BCR-ABL1"
"35508","T20371","D0QM9Q","Patented","Inhibitor","PRCP"
"35509","T20761","D03SZN","Patented","Inhibitor","VEGFA"
"35510","T37693","D0E6YT","Patented","Agonist","CNR2"
"35511","T40097","D0MW7D","Patented","Inhibitor","MAPK8"
"35512","T16739","D0B6GK","Patented","Inhibitor","KDM1A"
"35513","T18664","D08SMT","Patented","Inhibitor","MGLL"
"35514","T23172","D07PTU","Patented","Inhibitor","JAK3"
"35515","T62460","D07PTU","Patented","Inhibitor","JAK1"
"35516","T78932","D07PTU","Patented","Inhibitor","TYK2"
"35517","T08391","D0VJ1R","Patented","Inhibitor","JAK2"
"35518","T23172","D0VJ1R","Patented","Inhibitor","JAK3"
"35519","T62460","D0VJ1R","Patented","Inhibitor","JAK1"
"35520","T78932","D0VJ1R","Patented","Inhibitor","TYK2"
"35521","T16739","D0BE4Z","Patented","Inhibitor","KDM1A"
"35522","T14912","D0F8LE","Patented","Inhibitor","MCL1"
"35523","T62460","D01CRX","Patented","Inhibitor","JAK1"
"35524","T78932","D01CRX","Patented","Inhibitor","TYK2"
"35525","T16739","D07MQD","Patented","Inhibitor","KDM1A"
"35526","T16739","D0UE4K","Patented","Inhibitor","KDM1A"
"35527","T01271","D01LMW","Patented","Inhibitor","BCR-ABL1"
"35528","T38284","D01OYY","Patented","Inhibitor","BCR-ABL1"
"35529","T38284","D0KR7K","Patented","Inhibitor","BCR-ABL1"
"35530","T58449","D0M5DX","Patented","Inhibitor","CDK7"
"35531","T89361","D0M5DX","Patented","Inhibitor","CDK6"
"35532","T62460","D01FVC","Patented","Inhibitor","JAK1"
"35533","T16739","D0LK8A","Patented","Inhibitor","KDM1A"
"35534","T23172","D0LR6J","Patented","Inhibitor","JAK3"
"35535","T78932","D0LR6J","Patented","Inhibitor","TYK2"
"35536","T62460","D0S6XT","Patented","Inhibitor","JAK1"
"35537","T78932","D0S6XT","Patented","Inhibitor","TYK2"
"35538","T16739","D0R7RY","Patented","Inhibitor","KDM1A"
"35539","T08391","D01CRX","Patented","Inhibitor","JAK2"
"35540","T03687","D07WAT","Patented","Inhibitor","HDAC9"
"35541","T05090","D07WAT","Patented","Inhibitor","HDAC3"
"35542","T07930","D07WAT","Patented","Inhibitor","HDAC5"
"35543","T51191","D07WAT","Patented","Inhibitor","HDAC2"
"35544","T63816","D07WAT","Patented","Inhibitor","HDAC4"
"35545","T68547","D07WAT","Patented","Inhibitor","HDAC1"
"35546","T94324","D07WAT","Patented","Inhibitor","HDAC10"
"35547","T97903","D07WAT","Patented","Inhibitor","HDAC11"
"35548","T98698","D07WAT","Patented","Inhibitor","HDAC7"
"35549","T18664","D0LL0X","Patented","Inhibitor","MGLL"
"35550","T18664","D0O9DS","Patented","Inhibitor","MGLL"
"35551","T16769","D0PF7S","Patented","Antagonist","XIAP"
"35552","T23172","D0U1HA","Patented","Inhibitor","JAK3"
"35553","T62460","D0U1HA","Patented","Inhibitor","JAK1"
"35554","T16769","D0UU7G","Patented","Antagonist","XIAP"
"35555","T18664","D0X9GC","Patented","Inhibitor","MGLL"
"35556","T81452","D0Z7FL","Patented","Inhibitor","ABHD6"
"35557","T92803","D0Q3VZ","Patented","Inhibitor","DYRK1A"
"35558","T06273","D0E9JI","Patented","Inhibitor","PARP1"
"35559","T12091","D0AE0M","Patented","Inhibitor","ACVR1"
"35560","T62460","D01EYJ","Patented","Inhibitor","JAK1"
"35561","T08391","D0NY6M","Patented","Inhibitor","JAK2"
"35562","T08391","D0U1HA","Patented","Inhibitor","JAK2"
"35563","T68547","D0YT8O","Patented","Inhibitor","HDAC1"
"35564","T40332","D0NS8V","Patented","Inhibitor","ELANE"
"35565","T06273","D0MP4W","Patented","Inhibitor","PARP1"
"35566","T40332","D0HU0O","Patented","Inhibitor","ELANE"
"35567","T83011","D0Q1EG","Patented","Inhibitor","MAOB"
"35568","T01271","D0E6EP","Patented","Inhibitor","BCR-ABL1"
"35569","T01271","D0JY1I","Patented","Inhibitor","BCR-ABL1"
"35570","T83011","D0AI6J","Patented","Inhibitor","MAOB"
"35571","T40332","D02UCA","Patented","Inhibitor","ELANE"
"35572","T63024","D0YU2R","Patented","Inhibitor","TBK1"
"35573","T40332","D09EPZ","Patented","Inhibitor","ELANE"
"35574","T07173","D00ICS","Patented","Inhibitor","NTRK1"
"35575","T07173","D05KHT","Patented","Inhibitor","NTRK1"
"35576","T07173","D05RKT","Patented","Inhibitor","NTRK1"
"35577","T07173","D06YON","Patented","Inhibitor","NTRK1"
"35578","T07173","D0A4YR","Patented","Inhibitor","NTRK1"
"35579","T07173","D0I8AY","Patented","Inhibitor","NTRK1"
"35580","T07173","D0J5OO","Patented","Inhibitor","NTRK1"
"35581","T07173","D0JJ0T","Patented","Inhibitor","NTRK1"
"35582","T07173","D0K2GH","Patented","Inhibitor","NTRK1"
"35583","T07173","D0K3QT","Patented","Inhibitor","NTRK1"
"35584","T07173","D0LB7Z","Patented","Inhibitor","NTRK1"
"35585","T07173","D0ME5D","Patented","Inhibitor","NTRK1"
"35586","T07173","D0X0YJ","Patented","Inhibitor","NTRK1"
"35587","T07173","D0Z5PA","Patented","Inhibitor","NTRK1"
"35588","T07173","D0Z6LB","Patented","Inhibitor","NTRK1"
"35589","T08391","D01FVC","Patented","Inhibitor","JAK2"
"35590","T78932","D01FVC","Patented","Inhibitor","TYK2"
"35591","T08391","D02VGC","Patented","Inhibitor","JAK2"
"35592","T23172","D0D1QH","Patented","Inhibitor","JAK3"
"35593","T08391","D0M2OK","Patented","Inhibitor","JAK2"
"35594","T23172","D0SJ1Q","Patented","Inhibitor","JAK3"
"35595","T62460","D0SJ1Q","Patented","Inhibitor","JAK1"
"35596","T38284","D0I5VG","Patented","Inhibitor","BCR-ABL1"
"35597","T38284","D0JR7X","Patented","Inhibitor","BCR-ABL1"
"35598","T86057","D03QGH","Patented","Inhibitor","SLC22A12"
"35599","T86057","D0JM7W","Patented","Inhibitor","SLC22A12"
"35600","T03279","D01IOH","Patented","Inhibitor","RPS6KA3"
"35601","T16739","D03MPD","Patented","Inhibitor","KDM1A"
"35602","T16739","D0O2WW","Patented","Inhibitor","KDM1A"
"35603","T75440","D0OB0Q","Patented","Ligand","TSPO"
"35604","T66505","D0WB2S","Patented","Inhibitor","SMO"
"35605","T29130","D0TU0X","Patented","Inhibitor","STAT3"
"35606","T75440","D0E2XN","Patented","Ligand","TSPO"
"35607","T83011","D00KTI","Patented","Inhibitor","MAOB"
"35608","T66505","D03HMW","Patented","Inhibitor","SMO"
"35609","T75440","D0LB3J","Patented","Ligand","TSPO"
"35610","T83011","D06EIP","Patented","Inhibitor","MAOB"
"35611","T83011","D00VSX","Patented","Inhibitor","MAOB"
"35612","T83011","D0AF7J","Patented","Inhibitor","MAOB"
"35613","T41141","D06LLT","Patented","Inhibitor","CTSL"
"35614","T83011","D0S2LV","Patented","Inhibitor","MAOB"
"35615","T83011","D0Z6ZH","Patented","Inhibitor","MAOB"
"35616","T66505","D0K0IO","Patented","Inhibitor","SMO"
"35617","T83011","D05UNM","Patented","Inhibitor","MAOB"
"35618","T16215","D07BIQ","Patented","Antagonist","SMO"
"35619","T83011","D04FJY","Patented","Inhibitor","MAOB"
"35620","T75440","D06WUT","Patented","Ligand","TSPO"
"35621","T75440","D0PE1K","Patented","Ligand","TSPO"
"35622","T83011","D0Q1MN","Patented","Inhibitor","MAOB"
"35623","T30082","D0Y4CG","Patented","Inhibitor","ACHE"
"35624","T83011","D01JDK","Patented","Inhibitor","MAOB"
"35625","T83011","D0DM9L","Patented","Inhibitor","MAOB"
"35626","T83011","D01PCI","Patented","Inhibitor","MAOB"
"35627","T75440","D06HIJ","Patented","Ligand","TSPO"
"35628","T30082","D0WD0M","Patented","Inhibitor","ACHE"
"35629","T83011","D00YBT","Patented","Inhibitor","MAOB"
"35630","T99799","D0Y4CG","Patented","Inhibitor","BCHE"
"35631","T29130","D08EID","Patented","Inhibitor","STAT3"
"35632","T83011","D0GY4F","Patented","Inhibitor","MAOB"
"35633","T75440","D0TB2L","Patented","Ligand","TSPO"
"35634","T66505","D07BIQ","Patented","Antagonist","SMO"
"35635","T99799","D0WD0M","Patented","Inhibitor","BCHE"
"35636","T83011","D0K2LB","Patented","Inhibitor","MAOB"
"35637","T83011","D08YYW","Patented","Inhibitor","MAOB"
"35638","T75440","D0Y0FR","Patented","Ligand","TSPO"
"35639","T68290","D06LLT","Patented","Inhibitor","CTSS"
"35640","T83011","D0HR6P","Patented","Inhibitor","MAOB"
"35641","T83011","D0C2EW","Patented","Inhibitor","MAOB"
"35642","T83011","D07GZU","Patented","Inhibitor","MAOB"
"35643","T83011","D0B2YJ","Patented","Inhibitor","MAOB"
"35644","T75440","D07KTM","Patented","Ligand","TSPO"
"35645","T83011","D02FRR","Patented","Inhibitor","MAOB"
"35646","T83011","D0V2NC","Patented","Inhibitor","MAOB"
"35647","T06792","D0B0GG","Patented","Inhibitor","PSMB9"
"35648","T66505","D0VR8N","Patented","Inhibitor","SMO"
"35649","T16739","D0O7IH","Patented","Inhibitor","KDM1A"
"35650","T16739","D04OHC","Patented","Inhibitor","KDM1A"
"35651","T83011","D06BFA","Patented","Inhibitor","MAOB"
"35652","T75440","D0FF5C","Patented","Ligand","TSPO"
"35653","T04902","D06LLT","Patented","Inhibitor","CAPN2"
"35654","T83011","D0UL2R","Patented","Inhibitor","MAOB"
"35655","T75440","D0AW8P","Patented","Ligand","TSPO"
"35656","T83011","D0J3JY","Patented","Inhibitor","MAOB"
"35657","T77350","D0B0GG","Patented","Inhibitor","PSMB8"
"35658","T99799","D0K3EB","Patented","Inhibitor","BCHE"
"35659","T66505","D0AB3D","Patented","Inhibitor","SMO"
"35660","T75440","D01BXA","Patented","Ligand","TSPO"
"35661","T75440","D01WQX","Patented","Ligand","TSPO"
"35662","T38284","D03EMY","Patented","Inhibitor","BCR-ABL1"
"35663","T75440","D03PTY","Patented","Ligand","TSPO"
"35664","T75440","D05ZAV","Patented","Ligand","TSPO"
"35665","T75440","D08DPU","Patented","Ligand","TSPO"
"35666","T75440","D0AC4P","Patented","Ligand","TSPO"
"35667","T75440","D0K4VT","Patented","Ligand","TSPO"
"35668","T75440","D0N5LW","Patented","Ligand","TSPO"
"35669","T75440","D0N9DS","Patented","Ligand","TSPO"
"35670","T75440","D0R2XX","Patented","Ligand","TSPO"
"35671","T75440","D0RH7L","Patented","Ligand","TSPO"
"35672","T75440","D0Y2ZS","Patented","Ligand","TSPO"
"35673","T38284","D0Z7DA","Patented","Inhibitor","BCR-ABL1"
"35674","T22274","D07WAT","Patented","Inhibitor","HDAC6"
"35675","T22274","D0JB4S","Patented","Inhibitor","HDAC6"
"35676","T63816","D0JB4S","Patented","Inhibitor","HDAC4"
"35677","T51191","D0LN1T","Patented","Inhibitor","HDAC2"
"35678","T03687","D0BP8I","Patented","Inhibitor","HDAC9"
"35679","T07930","D0BP8I","Patented","Inhibitor","HDAC5"
"35680","T63816","D0BP8I","Patented","Inhibitor","HDAC4"
"35681","T98698","D0BP8I","Patented","Inhibitor","HDAC7"
"35682","T20251","D06FNA","Patented","Ligand","KCNH2"
"35683","T30082","D0J3OD","Patented","Inhibitor","ACHE"
"35684","T20251","D0S3ON","Patented","Ligand","KCNH2"
"35685","T94324","D0LN1T","Patented","Inhibitor","HDAC10"
"35686","T51191","D0M0RE","Patented","Inhibitor","HDAC2"
"35687","T28887","D0JB4S","Patented","Inhibitor","HDAC8"
"35688","T20251","D02NPB","Patented","Ligand","KCNH2"
"35689","T63024","D09FGW","Patented","Inhibitor","TBK1"
"35690","T76685","D0LN9D","Patented","Agonist","CNR1"
"35691","T22274","D0CH8Q","Patented","Inhibitor","HDAC6"
"35692","T28887","D0CH8Q","Patented","Inhibitor","HDAC8"
"35693","T05090","D0LN1T","Patented","Inhibitor","HDAC3"
"35694","T98698","D0DI9S","Patented","Inhibitor","HDAC7"
"35695","T68547","D0LN1T","Patented","Inhibitor","HDAC1"
"35696","T63816","D0LP1K","Patented","Inhibitor","HDAC4"
"35697","T94324","D0LP1K","Patented","Inhibitor","HDAC10"
"35698","T03687","D0DI9S","Patented","Inhibitor","HDAC9"
"35699","T28887","D0DI9S","Patented","Inhibitor","HDAC8"
"35700","T68547","D0F3TB","Patented","Inhibitor","HDAC1"
"35701","T86385","D0IL0Y","Patented","Inhibitor","CTSG"
"35702","T97903","D00HXJ","Patented","Inhibitor","HDAC11"
"35703","T03687","D0LP1K","Patented","Inhibitor","HDAC9"
"35704","T05090","D0LP1K","Patented","Inhibitor","HDAC3"
"35705","T69485","D02CCF","Patented","Antagonist","HCRTR2"
"35706","T28887","D04JWR","Patented","Inhibitor","HDAC8"
"35707","T69485","D05PMY","Patented","Antagonist","HCRTR2"
"35708","T69485","D05WDQ","Patented","Antagonist","HCRTR2"
"35709","T69485","D06OTA","Patented","Antagonist","HCRTR2"
"35710","T69485","D08ZRN","Patented","Antagonist","HCRTR2"
"35711","T08391","D09PIS","Patented","Inhibitor","JAK2"
"35712","T62460","D09PIS","Patented","Inhibitor","JAK1"
"35713","T78932","D09PIS","Patented","Inhibitor","TYK2"
"35714","T69485","D0C6GE","Patented","Antagonist","HCRTR2"
"35715","T69485","D0CG0D","Patented","Antagonist","HCRTR2"
"35716","T51282","D0DO1U","Patented","Inhibitor","ROCK1"
"35717","T69485","D0EG3N","Patented","Antagonist","HCRTR2"
"35718","T23172","D0FQ4Z","Patented","Inhibitor","JAK3"
"35719","T78932","D0FQ4Z","Patented","Inhibitor","TYK2"
"35720","T23172","D0KL3B","Patented","Inhibitor","JAK3"
"35721","T05090","D0M0RE","Patented","Inhibitor","HDAC3"
"35722","T55398","D0Q7ZF","Patented","Inhibitor","IRAK4"
"35723","T46360","D0S3ON","Patented","Ligand","SIGMAR1"
"35724","T69485","D0S4UG","Patented","Antagonist","HCRTR2"
"35725","T68547","D0TN6E","Patented","Inhibitor","HDAC1"
"35726","T23172","D0U5FZ","Patented","Inhibitor","JAK3"
"35727","T69485","D0U9WX","Patented","Antagonist","HCRTR2"
"35728","T51282","D0VK6S","Patented","Inhibitor","ROCK1"
"35729","T69485","D0YI3Z","Patented","Antagonist","HCRTR2"
"35730","T51282","D0YV6S","Patented","Inhibitor","ROCK1"
"35731","T68547","D0ZG5X","Patented","Inhibitor","HDAC1"
"35732","T63816","D0CH8Q","Patented","Inhibitor","HDAC4"
"35733","T22274","D0M0RE","Patented","Inhibitor","HDAC6"
"35734","T68547","D0R3RJ","Patented","Inhibitor","HDAC1"
"35735","T68547","D0CH8Q","Patented","Inhibitor","HDAC1"
"35736","T69485","D04JLF","Patented","Antagonist","HCRTR2"
"35737","T69485","D0P8AX","Patented","Antagonist","HCRTR2"
"35738","T97903","D0LP1K","Patented","Inhibitor","HDAC11"
"35739","T94324","D0CH8Q","Patented","Inhibitor","HDAC10"
"35740","T69485","D01NWU","Patented","Antagonist","HCRTR2"
"35741","T98698","D0CH8Q","Patented","Inhibitor","HDAC7"
"35742","T51191","D00HXJ","Patented","Inhibitor","HDAC2"
"35743","T08391","D0FQ4Z","Patented","Inhibitor","JAK2"
"35744","T69485","D05QWJ","Patented","Antagonist","HCRTR2"
"35745","T69485","D09XLY","Patented","Antagonist","HCRTR2"
"35746","T69485","D02LWJ","Patented","Antagonist","HCRTR2"
"35747","T69485","D0J4YW","Patented","Antagonist","HCRTR2"
"35748","T51191","D0RA0D","Patented","Inhibitor","HDAC2"
"35749","T98698","D0LP1K","Patented","Inhibitor","HDAC7"
"35750","T51191","D0LP1K","Patented","Inhibitor","HDAC2"
"35751","T84133","D0U3KV","Patented","Inhibitor","PDE10A"
"35752","T69485","D00VEM","Patented","Antagonist","HCRTR2"
"35753","T69485","D0NX4W","Patented","Antagonist","HCRTR2"
"35754","T94324","D0RA0D","Patented","Inhibitor","HDAC10"
"35755","T69485","D08KYM","Patented","Antagonist","HCRTR2"
"35756","T68547","D0L7HG","Patented","Inhibitor","HDAC1"
"35757","T63816","D00HXJ","Patented","Inhibitor","HDAC4"
"35758","T69485","D0AL3I","Patented","Antagonist","HCRTR2"
"35759","T68547","D00HXJ","Patented","Inhibitor","HDAC1"
"35760","T23172","D09ALF","Patented","Inhibitor","JAK3"
"35761","T63505","D01DBB","Patented","Inhibitor","ABL1"
"35762","T51282","D0QX0O","Patented","Inhibitor","ROCK1"
"35763","T65864","D06JRV","Patented","Inhibitor","MAPK14"
"35764","T62460","D0WZ8N","Patented","Inhibitor","JAK1"
"35765","T63816","D0RA0D","Patented","Inhibitor","HDAC4"
"35766","T30082","D0H3YG","Patented","Inhibitor","ACHE"
"35767","T30082","D0T0CB","Patented","Inhibitor","ACHE"
"35768","T30082","D0W9OC","Patented","Inhibitor","ACHE"
"35769","T08391","D0WZ8N","Patented","Inhibitor","JAK2"
"35770","T62460","D01DBB","Patented","Inhibitor","JAK1"
